ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,GOOD_REPUTATION
5068286,F,1,1,0,9,3,2,1,5,4,4,1,0,0,0,Core staff,1.0,0,X,1
5068287,F,1,1,0,9,3,2,1,5,4,4,1,0,0,0,Core staff,1.0,0,C,1
5068289,F,0,0,1,1,3,2,3,0,8,8,1,0,0,0,Sales staff,3.0,0,C,1
5068290,F,0,0,1,1,3,2,3,0,8,8,1,0,0,0,Sales staff,3.0,-3,C,1
5068291,F,0,0,1,1,3,2,3,0,8,8,1,0,0,0,Sales staff,3.0,0,C,1
5068292,F,0,0,1,1,3,2,3,0,8,8,1,0,0,0,Sales staff,3.0,0,X,1
5068293,M,1,1,0,8,5,2,3,5,5,7,1,0,0,0,Drivers,2.0,-10,X,1
5068294,M,1,1,0,8,5,2,3,5,5,7,1,0,0,0,Drivers,2.0,-39,X,1
5068295,M,1,1,0,8,5,2,3,5,5,7,1,0,0,0,Drivers,2.0,-44,X,1
5068296,M,1,1,0,8,5,2,3,5,5,7,1,0,0,0,Drivers,2.0,0,0,1
5068297,M,1,1,0,8,5,2,3,5,5,7,1,0,0,0,Drivers,2.0,-36,X,1
5068298,F,0,1,0,2,5,2,3,5,2,7,1,1,0,0,Managers,2.0,0,C,1
5068299,F,0,1,0,2,5,2,3,5,2,7,1,1,0,0,Managers,2.0,0,C,1
5068300,F,0,1,1,2,5,4,3,5,9,7,1,0,0,1,Core staff,3.0,0,0,1
5068301,F,0,1,1,2,5,4,3,5,9,7,1,0,0,1,Core staff,3.0,0,0,1
5068302,F,0,1,1,2,5,4,3,5,9,7,1,0,0,1,Core staff,3.0,0,0,1
5068303,F,0,1,1,2,5,4,3,5,9,7,1,0,0,1,Core staff,3.0,0,0,1
5068304,M,0,1,0,2,5,2,1,5,6,7,1,0,0,0,UNKOWN,1.0,0,X,1
5068305,M,0,1,0,2,5,2,1,5,6,7,1,0,0,0,UNKOWN,1.0,-24,X,1
5068306,M,0,1,0,2,5,2,1,5,6,7,1,0,0,0,UNKOWN,1.0,-1,X,1
5068307,M,0,1,0,2,5,2,1,5,6,7,1,0,0,0,UNKOWN,1.0,-1,0,0
5068308,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,0,X,1
5068309,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,0,C,1
5068310,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,0,C,1
5068311,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,0,X,1
5068312,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,-1,X,1
5068313,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,-2,X,1
5068314,M,0,1,1,6,3,3,1,5,9,8,1,0,0,0,Managers,2.0,-11,X,1
5068315,M,0,1,0,9,5,2,1,5,3,0,1,0,1,0,Drivers,1.0,0,C,0
5068318,F,0,1,0,6,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,0,C,1
5068319,F,0,1,0,6,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,0,0,1
5068320,F,0,1,0,6,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,0,C,1
5068321,F,0,1,0,6,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,0,0,1
5068322,F,0,1,0,5,5,4,3,5,3,1,1,0,0,0,High skill tech staff,2.0,0,0,1
5068323,F,0,1,0,5,5,4,3,5,3,1,1,0,0,0,High skill tech staff,2.0,0,0,1
5068324,F,0,1,0,5,5,4,3,5,3,1,1,0,0,0,High skill tech staff,2.0,0,X,1
5068326,F,0,1,0,5,5,4,3,5,3,1,1,0,0,0,High skill tech staff,2.0,-12,X,1
5068329,F,0,1,1,2,5,2,3,5,4,0,1,0,0,0,Medicine staff,3.0,0,C,1
5068330,F,0,1,1,2,5,2,3,5,4,0,1,0,0,0,Medicine staff,3.0,0,C,1
5068331,F,0,1,1,2,5,2,3,5,4,0,1,0,0,0,Medicine staff,3.0,0,C,1
5068332,F,0,1,1,2,5,2,3,5,4,0,1,0,0,0,Medicine staff,3.0,0,X,1
5068333,F,0,1,1,2,5,2,3,5,4,0,1,0,0,0,Medicine staff,3.0,0,X,1
5068334,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,0,0,1
5068335,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,-3,0,1
5068336,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,-12,X,1
5068337,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,0,0,1
5068338,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,0,0,1
5068339,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,0,0,1
5068340,F,1,1,0,1,5,4,3,5,9,7,1,1,1,0,Laborers,2.0,-10,0,1
5068341,M,0,1,0,4,5,2,3,5,1,3,1,0,0,0,Drivers,2.0,0,C,0
5068345,M,0,1,0,4,5,2,3,5,1,3,1,0,0,0,Drivers,2.0,0,C,0
5068346,M,0,1,0,4,5,2,3,5,1,3,1,0,0,0,Drivers,2.0,-33,C,1
5068347,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,0,0,1
5068349,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,0,0,1
5068350,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,-10,X,1
5068351,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,0,0,1
5068352,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,-15,X,1
5068353,M,1,1,1,2,3,4,3,5,3,7,1,1,1,0,Managers,3.0,0,0,1
5068358,M,0,0,1,5,5,1,3,5,6,1,1,0,0,0,Laborers,3.0,0,C,1
5068361,F,1,1,1,8,5,2,3,5,6,2,1,0,0,0,Laborers,3.0,0,0,0
5068364,F,1,1,1,8,5,2,3,5,6,2,1,0,0,0,Laborers,3.0,0,C,1
5068367,F,1,1,1,8,5,2,3,5,6,2,1,0,0,0,Laborers,3.0,0,0,0
5068368,M,0,1,0,2,5,4,3,5,8,7,1,0,0,0,Sales staff,2.0,0,0,1
5068369,M,0,1,0,2,5,4,3,5,8,7,1,0,0,0,Sales staff,2.0,0,C,1
5068370,M,1,1,0,5,5,2,3,5,2,1,1,0,0,0,Drivers,2.0,0,0,1
5068371,M,1,1,0,5,5,2,3,5,2,1,1,0,0,0,Drivers,2.0,0,X,1
5068373,M,1,1,0,5,5,2,3,5,2,1,1,0,0,0,Drivers,2.0,0,X,1
5068374,M,1,1,0,5,5,2,3,5,2,1,1,0,0,0,Drivers,2.0,-21,X,1
5068375,F,0,0,1,6,3,2,2,4,7,5,1,0,0,0,UNKOWN,2.0,0,C,1
5068376,F,0,0,1,6,3,2,2,4,7,5,1,0,0,0,UNKOWN,2.0,0,C,1
5068377,F,0,0,1,6,3,2,2,4,7,5,1,0,0,0,UNKOWN,2.0,0,C,1
5068378,F,0,1,1,2,5,4,3,5,7,5,1,1,1,1,Sales staff,3.0,0,C,1
5068379,F,0,1,1,2,5,4,3,5,7,5,1,1,1,1,Sales staff,3.0,-8,C,1
5068380,F,0,1,1,2,5,4,3,5,7,5,1,1,1,1,Sales staff,3.0,-11,C,0
5068381,F,0,1,1,2,5,4,3,5,7,5,1,1,1,1,Sales staff,3.0,0,0,1
5068382,F,0,1,1,2,5,4,3,5,7,5,1,1,1,1,Sales staff,3.0,0,C,1
5068383,F,0,1,0,0,5,3,1,5,9,8,1,1,1,1,Sales staff,1.0,0,0,0
5068385,F,1,1,1,8,5,4,2,5,6,8,1,0,1,1,Sales staff,2.0,-39,C,1
5068390,F,1,1,1,8,5,4,2,5,6,8,1,0,1,1,Sales staff,2.0,0,C,1
5068391,F,1,1,1,8,5,4,2,5,6,8,1,0,1,1,Sales staff,2.0,0,C,1
5068394,F,1,1,1,8,5,4,2,5,6,8,1,0,1,1,Sales staff,2.0,0,C,1
5068395,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,0,X,1
5068396,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,-39,X,1
5068397,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,0,C,1
5068398,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,0,X,1
5068399,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,-1,C,1
5068400,F,0,1,0,6,3,4,1,5,1,8,1,0,1,1,UNKOWN,1.0,0,X,1
5068401,M,1,1,0,7,5,2,3,5,3,6,1,0,0,0,Drivers,2.0,-9,X,1
5068402,M,1,1,0,7,5,2,3,5,3,6,1,0,0,0,Drivers,2.0,0,0,1
5068403,F,0,1,0,2,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,0,1
5068404,F,0,1,0,2,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,1,0
5068405,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,0,C,1
5068406,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,-27,X,1
5068407,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,0,C,1
5068408,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,-48,X,1
5068409,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,-3,X,1
5068410,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,0,0,1
5068411,F,0,1,0,4,5,4,3,5,9,4,1,0,0,0,Core staff,2.0,-6,C,1
5068412,M,0,1,1,2,5,2,3,5,7,0,1,0,0,0,Drivers,3.0,0,C,1
5068414,M,0,1,1,2,5,2,3,5,7,0,1,0,0,0,Drivers,3.0,0,C,1
5068415,M,0,1,1,2,5,2,3,5,7,0,1,0,0,0,Drivers,3.0,0,C,1
5068416,F,0,1,1,4,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,C,1
5068419,F,0,1,1,4,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,0,1
5068420,F,0,1,1,4,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,C,1
5068421,F,0,1,1,4,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,X,1
5068422,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,0,C,1
5068427,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,0,0,1
5068428,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,0,C,1
5068431,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-15,X,0
5068432,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-4,X,0
5068433,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,0,X,0
5068435,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-2,X,0
5068436,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-5,X,0
5068437,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-10,X,0
5068438,F,0,1,0,9,5,2,3,5,2,0,1,0,0,0,Accountants,2.0,-5,C,1
5068440,F,0,0,0,4,3,4,3,5,1,8,1,0,0,1,UNKOWN,2.0,0,0,1
5068441,M,1,0,0,6,5,2,3,5,8,6,1,0,0,0,Laborers,2.0,0,C,1
5068442,M,1,0,0,6,5,2,3,5,8,6,1,0,0,0,Laborers,2.0,0,C,1
5068443,F,1,1,2,0,5,2,3,5,6,2,1,0,0,0,Core staff,4.0,-13,X,1
5068445,M,0,0,0,1,5,2,3,5,9,6,1,0,0,0,Laborers,2.0,0,C,1
5068448,F,0,1,0,4,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,X,1
5068449,F,0,1,0,4,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,X,1
5068452,M,1,1,0,2,5,2,3,5,2,2,1,0,1,0,Low-skill Laborers,2.0,0,C,1
5068453,M,1,1,0,2,5,2,3,5,2,2,1,0,1,0,Low-skill Laborers,2.0,0,C,1
5068454,M,1,1,0,2,5,2,3,5,2,2,1,0,1,0,Low-skill Laborers,2.0,0,C,1
5068455,M,1,1,0,2,5,2,3,5,2,2,1,0,1,0,Low-skill Laborers,2.0,0,X,1
5068459,F,1,1,0,2,3,2,3,5,6,3,1,0,0,0,UNKOWN,2.0,-8,0,1
5068461,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,0,0,1
5068462,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,-6,C,1
5068463,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,-46,X,1
5068464,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,0,0,1
5068465,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,0,0,1
5068466,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,-16,C,1
5068467,F,0,1,1,0,3,2,3,5,9,4,1,0,1,0,Private service staff,3.0,0,0,1
5068469,F,0,1,0,7,3,2,2,4,0,8,1,0,0,0,UNKOWN,1.0,-17,X,1
5068470,F,0,0,1,1,3,2,3,5,5,6,1,0,0,0,Medicine staff,3.0,0,C,0
5068471,F,0,0,1,1,3,2,3,5,5,6,1,0,0,0,Medicine staff,3.0,0,C,0
5068472,F,0,0,1,1,3,2,3,5,5,6,1,0,0,0,Medicine staff,3.0,0,C,1
5068473,F,0,0,1,1,3,2,3,5,5,6,1,0,0,0,Medicine staff,3.0,-2,C,0
5068474,F,0,0,1,1,3,2,3,5,5,6,1,0,0,0,Medicine staff,3.0,-50,C,1
5068475,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,0,1
5068476,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,-3,0,1
5068477,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,-20,0,1
5068478,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,C,1
5068479,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,-29,0,1
5068480,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,0,1
5068481,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,X,1
5068482,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,0,1
5068483,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,0,0,1
5068484,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,-2,0,1
5068485,M,1,0,1,7,5,2,3,5,1,1,1,0,0,0,Managers,3.0,-11,0,1
5068486,M,0,1,0,5,5,2,3,5,8,3,1,0,0,0,Security staff,2.0,0,C,0
5068487,F,0,1,1,5,5,3,3,5,9,6,1,0,0,0,UNKOWN,3.0,-15,0,1
5068488,F,0,1,1,5,5,3,3,5,9,6,1,0,0,0,UNKOWN,3.0,0,0,1
5068489,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,0,X,1
5068490,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,-13,0,1
5068491,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,-24,X,1
5068497,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,0,C,0
5068498,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,0,0,1
5068499,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,0,C,0
5068500,M,0,0,1,8,3,4,3,5,3,8,1,0,1,0,UNKOWN,3.0,0,X,1
5068503,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-17,C,1
5068504,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-4,0,0
5068505,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-19,0,0
5068506,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-12,C,1
5068507,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,0
5068508,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-38,0,1
5068510,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,X,1
5068511,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,X,1
5068512,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,X,1
5068514,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,1
5068515,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,1
5068516,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,1
5068517,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,0,1
5068518,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-6,C,1
5068519,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,1
5068520,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,-22,C,0
5068521,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,X,1
5068522,F,0,1,0,2,3,2,3,5,4,2,1,1,1,0,Core staff,2.0,0,C,1
5068523,F,0,1,0,2,5,2,1,5,7,7,1,0,0,1,Laborers,1.0,0,C,1
5068524,F,0,1,0,2,5,2,1,5,7,7,1,0,0,1,Laborers,1.0,0,0,1
5068525,F,0,1,0,2,5,2,1,5,7,7,1,0,0,1,Laborers,1.0,0,0,1
5068526,F,0,1,0,2,5,2,1,5,7,7,1,0,0,1,Laborers,1.0,0,C,1
5068527,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068528,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068529,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068530,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068531,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068532,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,0,0,1
5068533,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,-1,0,1
5068534,F,0,1,0,2,5,4,3,5,9,6,1,1,0,0,UNKOWN,2.0,-11,0,1
5068535,M,0,0,0,4,5,2,3,5,1,4,1,0,0,0,Laborers,2.0,0,0,1
5068536,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,0,C,1
5068537,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,0,X,1
5068538,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,-30,X,1
5068539,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,0,0,1
5068540,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,0,0,1
5068541,F,1,1,0,9,5,2,1,5,2,2,1,0,0,0,Sales staff,1.0,0,X,1
5068543,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,-20,X,1
5068545,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,-18,X,1
5068546,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,0,X,1
5068547,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,0,X,1
5068548,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,0,X,1
5068549,M,1,1,0,2,3,2,3,5,2,6,1,0,0,0,Laborers,2.0,0,X,1
5068550,M,1,1,1,5,3,2,3,5,3,8,1,0,0,0,UNKOWN,3.0,0,C,1
5068551,M,1,1,1,5,3,2,3,5,3,8,1,0,0,0,UNKOWN,3.0,0,C,1
5068552,M,1,1,1,5,3,2,3,5,3,8,1,0,0,0,UNKOWN,3.0,0,C,1
5068556,M,0,1,0,6,5,4,1,5,7,4,1,0,0,0,High skill tech staff,1.0,0,X,0
5068559,M,1,0,0,2,5,2,3,5,2,7,1,0,0,0,Laborers,2.0,0,X,1
5068561,M,1,1,0,7,5,3,3,5,9,6,1,0,1,0,UNKOWN,2.0,0,0,1
5068562,M,1,1,0,7,5,3,3,5,9,6,1,0,1,0,UNKOWN,2.0,-2,X,1
5068563,F,0,1,0,6,5,2,3,5,3,2,1,0,0,0,Medicine staff,2.0,0,C,1
5068564,F,0,1,0,6,5,2,3,5,3,2,1,0,0,0,Medicine staff,2.0,0,C,1
5068565,F,0,1,0,6,5,2,3,5,3,2,1,0,0,0,Medicine staff,2.0,0,X,1
5068566,F,0,1,0,6,5,2,3,5,3,2,1,0,0,0,Medicine staff,2.0,0,C,1
5068567,F,0,1,0,6,5,2,3,5,3,2,1,0,0,0,Medicine staff,2.0,0,C,1
5068573,F,0,1,1,0,5,2,3,0,4,7,1,0,0,0,Sales staff,3.0,0,C,1
5068574,F,0,1,1,0,5,2,3,0,4,7,1,0,0,0,Sales staff,3.0,0,C,1
5068577,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,0,0,0
5068578,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,0,C,1
5068579,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,-2,C,1
5068580,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,0,0,1
5068581,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,-38,0,0
5068582,F,0,1,3,4,5,2,3,5,7,2,1,0,0,0,Core staff,5.0,0,C,1
5068583,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,-2,X,1
5068584,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,-19,X,1
5068585,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,0,0,1
5068586,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,0,X,1
5068587,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,-7,X,1
5068588,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,-9,X,1
5068589,F,0,1,1,2,5,2,3,5,4,6,1,0,1,0,Sales staff,3.0,-32,X,1
5068590,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,C,1
5068591,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,X,1
5068592,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,C,1
5068596,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,C,1
5068598,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,C,1
5068599,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,C,1
5068600,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,X,1
5068601,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,X,1
5068602,F,0,1,1,4,3,4,3,5,6,3,1,0,0,0,Core staff,3.0,0,X,1
5068603,F,0,1,1,7,5,2,3,5,5,0,1,0,0,0,Managers,3.0,0,C,1
5068604,F,0,1,1,7,5,2,3,5,5,0,1,0,0,0,Managers,3.0,0,X,1
5068605,F,0,1,0,0,5,2,3,0,9,4,1,0,0,0,Core staff,2.0,0,C,1
5068606,F,0,1,2,9,5,2,3,5,4,6,1,0,1,0,Sales staff,4.0,0,0,1
5068607,F,0,1,2,9,5,2,3,5,4,6,1,0,1,0,Sales staff,4.0,0,0,1
5068608,F,0,1,2,9,5,2,3,5,4,6,1,0,1,0,Sales staff,4.0,0,0,1
5068609,F,0,1,2,9,5,2,3,5,4,6,1,0,1,0,Sales staff,4.0,-7,X,1
5068610,F,0,1,0,2,5,3,3,5,5,5,1,0,0,0,Managers,2.0,0,0,1
5068611,F,0,1,0,2,5,3,3,5,5,5,1,0,0,0,Managers,2.0,-20,0,1
5068612,F,0,1,0,2,5,3,3,5,5,5,1,0,0,0,Managers,2.0,-26,0,1
5068613,F,0,0,0,2,5,2,3,0,9,3,1,0,0,1,Medicine staff,2.0,-14,C,1
5068614,F,0,0,0,2,5,2,3,0,9,3,1,0,0,1,Medicine staff,2.0,-18,C,1
5068615,F,0,0,0,2,5,2,3,0,9,3,1,0,0,1,Medicine staff,2.0,0,0,1
5068616,F,1,0,0,2,3,4,3,5,1,8,1,0,0,0,UNKOWN,2.0,-16,0,1
5068617,F,1,0,0,2,3,4,3,5,1,8,1,0,0,0,UNKOWN,2.0,-26,C,1
5068618,F,1,1,0,4,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,-7,0,0
5068619,F,1,1,0,4,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,-10,C,1
5068620,F,0,0,0,2,5,2,2,5,3,5,1,1,1,0,High skill tech staff,1.0,0,C,1
5068621,M,0,1,0,8,5,4,2,5,4,0,1,0,0,0,Managers,1.0,0,0,1
5068622,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,C,1
5068624,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,0,1
5068625,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,0,1
5068626,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,-16,C,1
5068627,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,-2,C,1
5068628,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,0,1
5068630,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,-21,C,1
5068631,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,X,1
5068632,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,0,1
5068633,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,X,1
5068634,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,0,0,1
5068635,F,1,1,0,6,5,2,3,5,1,1,1,0,0,0,Managers,2.0,-50,C,1
5068637,F,0,1,0,9,5,4,2,5,0,2,1,0,1,0,Accountants,1.0,-37,0,1
5068638,F,0,1,0,9,5,4,2,5,0,2,1,0,1,0,Accountants,1.0,0,C,1
5068642,F,0,1,0,9,5,4,2,5,0,2,1,0,1,0,Accountants,1.0,0,C,1
5068643,F,0,1,0,9,5,4,2,5,0,2,1,0,1,0,Accountants,1.0,-14,0,1
