,Unnamed: 0,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,SAFE
25548,321573,5061907,F,0,1,0,0,5,2,3,5,4,7,1,0,0,0,Laborers,2.0,0,X,1
25549,23462,5010193,F,1,1,0,2,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
25550,774114,5097145,M,1,0,1,9,3,2,3,5,5,5,1,0,1,0,Managers,3.0,0,5,0
25551,536293,5104964,F,0,1,0,1,5,2,3,5,3,0,1,0,0,0,,2.0,0,C,1
25552,618556,5117064,F,0,1,0,5,3,4,3,5,7,2,1,0,0,0,Core staff,2.0,0,C,1
25553,339660,5065342,F,0,1,0,4,3,2,3,5,0,8,1,0,1,0,,2.0,-12,X,1
25554,352392,5066716,F,1,1,0,7,3,2,3,5,3,2,1,0,0,0,,2.0,0,C,1
25555,3458,5009040,F,0,1,2,4,5,2,1,5,6,7,1,0,0,0,Core staff,3.0,0,C,1
25556,480742,5092464,F,0,1,0,2,3,4,3,5,1,8,1,0,0,0,,2.0,-5,X,1
25557,426166,5089192,F,1,0,0,2,5,2,2,5,0,2,1,1,1,0,Core staff,1.0,0,C,1
25558,774505,5105652,M,1,1,0,6,5,4,3,5,3,2,1,0,0,0,Drivers,2.0,0,1,0
25559,207457,5044619,F,1,0,1,2,3,4,1,5,9,4,1,0,0,0,Accountants,2.0,-56,X,1
25560,505527,5096569,F,0,0,0,0,5,4,3,5,5,1,1,1,0,0,Medicine staff,2.0,0,C,1
25561,163137,5036733,M,1,1,2,7,3,2,3,5,5,5,1,0,0,0,Laborers,4.0,-18,C,1
25562,585049,5114235,M,1,0,0,7,5,2,3,5,2,3,1,1,1,0,Laborers,2.0,0,0,1
25563,758537,5149631,M,1,1,0,9,5,4,3,5,9,3,1,0,0,0,Laborers,2.0,-9,C,1
25564,472549,5091980,M,0,1,0,1,3,4,3,5,1,6,1,1,0,1,Managers,2.0,0,C,1
25565,672454,5135271,F,0,1,0,6,3,2,3,5,0,8,1,0,0,0,,2.0,-54,X,1
25566,278855,5053900,F,0,1,0,0,5,2,2,5,6,7,1,0,0,0,,1.0,0,0,1
25567,474646,5092105,F,0,1,1,2,5,2,1,4,4,0,1,0,0,0,Medicine staff,2.0,0,C,1
25568,592125,5115474,F,0,1,0,1,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
25569,253476,5050955,M,0,0,0,8,3,2,3,5,5,8,1,0,0,0,,2.0,-9,0,1
25570,220181,5045923,F,0,1,0,0,3,1,3,5,0,8,1,0,0,0,,2.0,0,C,1
25571,604781,5116220,M,0,1,2,2,3,2,3,5,7,7,1,0,0,0,Laborers,4.0,-46,0,1
25572,357071,5067023,F,1,1,1,7,5,2,3,5,3,5,1,0,0,1,Laborers,3.0,0,C,1
25573,670214,5132559,M,0,1,0,9,3,4,3,5,2,1,1,0,1,0,Laborers,2.0,-56,C,1
25574,155555,5035836,F,1,1,0,1,3,2,3,5,3,8,1,0,0,0,,2.0,-6,0,1
25575,104017,5024966,M,0,0,0,6,5,2,2,5,5,8,1,0,0,0,Laborers,1.0,0,C,1
25576,135509,5029538,F,0,1,0,1,5,4,3,5,7,5,1,0,0,0,Core staff,2.0,0,0,1
25577,403367,5079011,M,1,1,2,8,3,3,3,5,5,5,1,0,1,0,Managers,4.0,0,C,1
25578,578590,5113818,F,0,1,0,5,5,4,3,5,4,3,1,0,1,0,High skill tech staff,2.0,0,C,1
25579,458880,5091189,F,0,1,1,0,5,2,2,5,8,3,1,1,1,0,Accountants,2.0,-30,C,1
25580,142680,5033545,F,1,0,0,2,5,2,3,5,5,5,1,1,0,0,Laborers,2.0,-14,C,1
25581,225232,5046227,F,0,1,0,1,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
25582,34110,5010835,M,1,1,2,3,5,2,3,5,3,0,1,1,0,0,Drivers,4.0,-4,C,1
25583,217419,5045761,F,1,0,0,8,5,4,3,5,2,5,1,0,1,0,Medicine staff,2.0,0,C,1
25584,363028,5067314,M,1,0,0,8,3,3,1,5,3,6,1,0,0,1,,1.0,0,0,1
25585,696410,5139445,F,0,1,0,1,3,2,2,5,1,8,1,0,1,0,,1.0,0,X,1
25586,409651,5085838,M,1,1,1,2,5,3,3,5,8,1,1,0,1,0,Laborers,3.0,-35,C,1
25587,761120,5149792,F,1,0,1,4,5,2,3,4,8,5,1,0,0,0,Sales staff,3.0,0,C,1
25588,468132,5091706,F,1,1,0,2,5,4,3,5,7,1,1,0,0,0,Managers,2.0,0,C,1
25589,10026,5112901,M,0,0,0,7,5,3,3,5,6,3,1,1,1,0,Drivers,2.0,0,C,1
25590,340462,5065381,F,1,1,0,2,5,4,3,5,4,7,1,0,0,0,,2.0,0,0,1
25591,737158,5146397,F,0,1,0,1,5,2,2,5,2,3,1,1,0,0,Cleaning staff,1.0,0,0,1
25592,371348,5067767,F,0,1,0,6,5,2,1,5,0,0,1,0,0,0,Medicine staff,1.0,0,0,1
25593,769773,5024939,M,0,1,0,7,3,2,3,5,7,4,1,0,0,0,Sales staff,2.0,0,C,1
25594,730370,5145699,M,1,1,0,7,5,4,1,0,9,6,1,1,1,0,,1.0,0,0,1
25595,242952,5048372,F,0,0,0,1,3,2,2,5,0,8,1,0,0,0,,1.0,-4,C,1
25596,442236,5090074,F,0,1,0,6,3,4,2,5,4,1,1,0,0,0,Accountants,1.0,0,C,1
25597,418875,5088810,M,1,1,0,7,5,2,3,5,6,1,1,1,1,0,High skill tech staff,2.0,-40,C,1
25598,511147,5096905,F,0,1,0,4,3,2,2,5,3,5,1,1,0,0,Sales staff,1.0,0,C,1
25599,422836,5089037,F,0,0,0,2,3,2,1,5,0,8,1,0,1,0,,1.0,0,0,1
25600,244058,5048472,M,1,0,0,7,5,2,1,5,9,7,1,0,0,0,Core staff,1.0,0,0,1
25601,240150,5048192,M,1,1,0,7,5,4,1,5,9,6,1,1,1,0,High skill tech staff,1.0,-30,X,1
25602,681912,5135927,F,1,1,0,0,3,2,3,5,2,8,1,0,0,0,,2.0,0,0,1
25603,72618,5023103,M,0,1,0,2,3,2,3,5,1,8,1,0,0,0,,2.0,0,0,1
25604,354491,5066847,F,0,0,0,4,3,2,3,5,1,8,1,0,0,1,,2.0,-13,0,1
25605,454852,5090894,F,1,1,2,0,5,4,3,5,6,1,1,0,0,0,Accountants,4.0,0,0,1
25606,776676,5135991,F,0,1,1,9,3,4,1,5,9,6,1,0,0,0,Managers,2.0,0,C,1
25607,269289,5053333,F,0,0,1,2,5,2,3,5,3,4,1,0,0,0,,3.0,-2,X,1
25608,382749,5068452,M,1,1,0,2,5,2,3,5,2,2,1,0,1,0,Low-skill Laborers,2.0,0,C,1
25609,498388,5096049,F,0,0,0,7,3,4,3,5,2,8,1,0,0,1,,2.0,0,C,1
25610,14093,5009654,F,0,0,0,2,5,2,3,5,2,0,1,0,1,0,,2.0,0,C,1
25611,765036,5150028,M,1,1,1,5,5,2,3,5,5,2,1,0,0,0,,3.0,-31,X,1
25612,724775,5143308,F,0,1,0,9,3,2,1,5,4,1,1,0,0,0,Managers,1.0,0,X,1
25613,69830,5022943,F,1,0,0,6,3,3,2,5,6,5,1,0,1,1,Accountants,1.0,0,0,1
25614,164683,5146485,M,1,1,2,9,3,4,3,5,3,4,1,0,0,0,Managers,4.0,0,C,1
25615,590232,5114603,F,0,1,1,5,3,4,2,5,3,0,1,0,0,1,Managers,2.0,0,C,1
25616,61005,5022436,F,0,1,0,0,3,2,3,5,1,8,1,0,0,0,,2.0,-31,C,1
25617,470838,5091852,M,0,1,1,4,3,2,3,5,8,2,1,0,0,0,Laborers,3.0,-13,X,1
25618,507622,5096726,M,1,0,0,2,3,2,3,5,8,3,1,1,0,0,Laborers,2.0,-23,C,1
25619,725509,5143353,M,1,0,0,2,5,2,3,5,8,5,1,1,0,0,Sales staff,2.0,-15,C,1
25620,578101,5113772,F,0,1,1,9,3,2,3,5,4,8,1,0,0,0,,3.0,-21,X,1
25621,299622,5058357,F,0,0,0,2,5,2,3,5,9,4,1,0,0,0,Laborers,2.0,0,0,1
25622,469775,5091793,M,1,1,1,2,5,2,3,5,5,2,1,1,0,0,Low-skill Laborers,3.0,0,C,1
25623,173241,5139888,F,0,1,0,1,5,2,3,5,3,0,1,0,1,0,Medicine staff,2.0,-28,C,1
25624,294385,5056029,F,1,1,0,9,5,2,2,5,8,7,1,1,0,0,Medicine staff,1.0,-14,C,1
25625,572748,5113414,F,1,1,0,0,3,2,3,5,7,6,1,0,1,1,Medicine staff,2.0,0,C,1
25626,558459,5111118,F,0,1,1,8,5,4,3,5,8,5,1,0,0,0,Managers,3.0,0,C,1
25627,471907,5091938,M,1,1,2,7,5,4,3,5,8,7,1,0,0,0,Core staff,4.0,-10,X,1
25628,50070,5021816,F,1,1,1,0,5,2,3,5,8,4,1,0,1,1,Cooking staff,3.0,0,0,1
25629,518111,5099941,F,0,1,3,0,5,2,3,5,6,3,1,1,1,0,Core staff,5.0,-11,X,1
25630,134161,5029451,F,1,1,0,7,5,4,3,5,3,2,1,0,1,0,Core staff,2.0,0,C,1
25631,233488,5047770,M,0,1,0,4,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
25632,227459,5046349,M,1,0,0,6,3,2,3,5,4,3,1,0,0,0,Security staff,2.0,0,X,1
25633,656517,5126159,M,0,0,0,5,5,2,3,5,5,7,1,1,1,0,Laborers,2.0,-36,X,1
25634,535316,5104919,M,1,1,0,0,5,2,3,5,3,3,1,1,1,0,Low-skill Laborers,2.0,-24,X,1
25635,215389,5045631,F,0,1,1,8,5,2,3,5,5,3,1,0,0,0,Medicine staff,3.0,-13,X,1
25636,582213,5114026,F,0,0,0,1,5,4,3,5,5,0,1,0,0,0,,2.0,0,0,1
25637,57784,5022261,F,0,1,1,4,5,2,3,5,4,4,1,0,0,0,,3.0,-15,C,1
25638,53866,5113069,F,1,0,1,7,3,2,2,5,8,4,1,0,0,1,Core staff,2.0,-3,C,1
25639,249352,5050613,F,0,0,0,0,3,2,3,5,5,2,1,0,0,0,,2.0,0,C,1
25640,487730,5095250,M,1,1,1,9,5,4,3,5,9,5,1,0,1,0,Managers,3.0,-31,X,1
25641,79379,5023524,M,1,1,0,5,3,2,3,5,5,5,1,0,0,0,Laborers,2.0,0,C,1
25642,89784,5024167,F,0,1,0,0,5,2,1,5,2,5,1,0,0,0,,1.0,-12,X,1
25643,106654,5025115,F,1,1,0,9,3,2,3,5,3,5,1,0,0,0,Cooking staff,2.0,0,C,1
25644,619133,5117122,F,0,1,0,0,3,1,2,5,1,8,1,0,0,0,,1.0,0,C,1
25645,93998,5024432,F,1,1,0,5,3,4,3,5,0,8,1,0,1,0,,2.0,0,0,1
25646,242415,5048319,F,0,0,0,0,5,4,2,5,1,5,1,0,0,0,Core staff,1.0,0,C,1
25647,15190,5009707,F,0,0,0,4,5,4,3,5,8,7,1,0,0,0,Managers,2.0,0,0,1
25648,636465,5118449,F,0,0,1,0,5,2,3,5,9,6,1,1,0,0,Sales staff,3.0,-16,X,1
25649,140658,5033424,M,1,0,0,5,5,2,3,5,4,5,1,1,0,0,Drivers,2.0,0,0,1
25650,744795,5148822,F,0,1,1,7,5,2,3,5,5,2,1,1,1,0,Sales staff,3.0,0,C,1
25651,220040,5045917,M,1,1,0,8,3,2,3,1,4,4,1,0,0,0,Drivers,2.0,0,C,1
25652,574874,5113552,F,0,1,0,2,3,4,3,5,0,8,1,0,0,0,,2.0,0,C,1
25653,306620,5061207,M,1,1,14,7,5,2,2,5,3,4,1,0,0,0,Drivers,15.0,0,0,1
25654,194843,5041581,F,0,1,1,8,5,2,3,5,2,5,1,1,1,0,Managers,3.0,0,C,1
25655,640671,5125181,F,1,1,0,1,3,4,3,5,8,8,1,0,1,1,Core staff,2.0,0,0,1
25656,218026,5045799,F,1,0,0,6,5,4,3,5,9,8,1,0,0,0,Accountants,2.0,0,0,1
25657,653578,5125993,F,0,1,1,7,3,4,3,5,8,4,1,1,1,0,Waiters/barmen staff,3.0,0,X,1
25658,681137,5135879,M,0,1,1,1,5,2,2,5,5,7,1,0,0,0,Laborers,2.0,0,0,1
25659,265554,5053092,M,0,1,1,5,5,2,3,5,6,6,1,0,1,0,Laborers,3.0,0,C,1
25660,3301,5009028,F,1,1,0,7,3,2,3,5,5,2,1,0,0,0,Laborers,2.0,-7,X,1
25661,537827,5105033,F,1,1,0,5,5,4,3,0,7,7,1,1,1,0,Sales staff,2.0,0,0,1
25662,639280,5118614,F,1,1,2,1,5,2,3,5,7,4,1,0,0,0,Laborers,4.0,0,0,1
25663,761596,5149816,F,0,1,0,5,5,2,3,5,2,1,1,0,0,0,Sales staff,2.0,-1,C,1
25664,337591,5062657,M,1,1,1,4,5,2,3,5,6,6,1,0,0,0,Laborers,3.0,0,C,1
25665,127254,5029059,M,1,1,2,9,3,4,3,5,6,2,1,0,0,0,Core staff,4.0,0,C,1
25666,405883,5079227,M,0,1,0,4,3,2,3,5,6,5,1,1,0,0,Drivers,2.0,0,0,1
25667,229581,5046483,F,0,1,1,0,5,4,3,5,8,6,1,0,0,0,Managers,3.0,-1,C,1
25668,594444,5115597,F,0,0,1,0,5,2,3,5,8,1,1,1,1,0,Medicine staff,3.0,0,X,1
25669,105096,5025021,F,0,1,0,0,3,2,2,5,1,8,1,0,0,0,,1.0,0,C,1
25670,615023,5116821,F,0,0,0,0,5,2,1,5,7,5,1,0,0,0,Core staff,1.0,0,0,1
25671,113336,5028285,F,0,0,1,4,3,3,3,0,7,2,1,0,0,0,,3.0,0,C,1
25672,221185,5045995,M,1,0,0,5,3,4,1,5,9,3,1,1,1,0,Sales staff,1.0,0,X,1
25673,4161,5009088,M,1,0,2,6,3,4,3,5,5,2,1,0,0,0,Laborers,4.0,-6,X,1
25674,253071,5050918,F,0,0,0,2,5,2,3,0,9,5,1,0,0,0,Core staff,2.0,0,0,1
25675,762275,5149862,F,0,1,2,0,5,2,3,0,7,0,1,0,0,0,Drivers,4.0,0,0,1
25676,744298,5148792,F,0,1,0,6,3,2,2,5,3,0,1,0,0,0,Managers,1.0,0,0,1
25677,114685,5028375,F,0,0,0,5,5,2,2,4,2,2,1,0,0,0,Core staff,1.0,-18,C,1
25678,640162,5125143,F,0,1,0,0,3,1,3,5,0,8,1,0,0,0,,2.0,0,C,1
25679,540881,5105200,M,1,1,2,5,5,4,3,5,3,6,1,0,0,0,Drivers,4.0,0,C,1
25680,178784,5037257,F,0,1,0,4,5,2,3,5,5,3,1,0,0,0,Core staff,2.0,0,C,1
25681,306441,5061199,F,0,1,1,2,5,2,3,0,8,6,1,0,0,1,Sales staff,3.0,0,0,1
25682,411893,5085993,F,1,1,0,7,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
25683,416251,5088179,F,0,0,0,5,5,3,2,5,2,4,1,1,1,0,Core staff,1.0,-9,C,1
25684,329932,5062295,F,0,1,0,2,3,3,2,5,1,8,1,0,0,0,,1.0,0,C,1
25685,171604,5037028,F,0,1,0,0,5,2,2,5,1,0,1,0,0,0,,1.0,0,C,1
25686,72944,5023118,F,0,1,0,0,5,2,3,5,2,0,1,0,0,0,,2.0,0,C,1
25687,675519,5135557,F,0,1,0,2,3,4,1,5,8,5,1,0,0,0,Sales staff,1.0,0,0,1
25688,718654,5142997,M,1,0,1,5,5,2,3,0,7,0,1,0,1,0,Core staff,3.0,0,X,1
25689,570272,5113279,M,0,1,0,1,5,2,3,0,9,7,1,0,0,0,Low-skill Laborers,2.0,0,C,1
25690,624269,5117478,F,0,0,0,8,5,2,3,5,6,5,1,0,1,0,Sales staff,2.0,0,C,1
25691,520947,5117574,F,1,0,0,1,5,4,3,5,8,3,1,0,0,0,Laborers,2.0,0,C,1
25692,443363,5090136,F,0,1,0,0,3,2,1,5,6,2,1,0,0,0,Sales staff,1.0,0,C,1
25693,494802,5095793,M,1,0,0,2,5,2,3,5,4,1,1,0,0,0,Laborers,2.0,0,C,1
25694,147760,5078896,F,0,1,1,1,3,2,3,5,5,2,1,1,1,0,Laborers,3.0,0,C,1
25695,663423,5126585,F,0,0,0,2,3,2,3,5,1,8,1,0,1,0,,2.0,-54,0,1
25696,659234,5126328,F,0,0,0,4,3,4,3,5,4,5,1,1,1,0,Laborers,2.0,0,C,1
25697,100730,5024773,F,1,1,0,6,5,2,1,5,9,6,1,0,0,0,Sales staff,1.0,0,C,1
25698,270270,5053392,F,0,1,0,2,5,2,3,5,4,0,1,0,0,1,Managers,2.0,0,C,1
25699,756798,5149541,F,0,1,0,2,5,2,3,5,7,2,1,0,0,0,Core staff,2.0,0,C,1
25700,289433,5054503,F,0,1,0,7,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
25701,314416,5061567,F,0,1,0,1,3,2,3,5,2,8,1,0,0,0,,2.0,0,0,1
25702,439273,5089910,M,0,0,0,7,3,2,3,5,6,5,1,0,0,0,Low-skill Laborers,2.0,0,C,1
25703,112416,5028243,F,0,1,0,7,3,4,1,5,3,4,1,0,1,1,Laborers,1.0,-31,X,1
25704,680746,5135858,F,0,1,1,5,3,2,3,5,4,0,1,0,1,0,Laborers,3.0,0,0,1
25705,487984,5095269,F,1,1,0,2,3,2,3,5,9,6,1,0,0,0,Core staff,2.0,-2,C,1
25706,600106,5115961,M,1,1,2,2,5,2,3,5,5,1,1,1,0,0,Laborers,4.0,-13,C,1
25707,35754,5010932,F,1,1,2,8,5,2,3,5,7,7,1,0,0,1,Core staff,4.0,-11,X,1
25708,592688,5115496,M,1,1,2,7,3,2,3,5,4,5,1,0,0,0,Laborers,4.0,-8,X,1
25709,584848,5114227,M,1,0,2,7,5,2,3,5,3,0,1,1,0,0,Laborers,4.0,0,X,1
25710,145250,5033680,F,1,1,0,9,5,4,3,5,4,0,1,0,0,0,,2.0,0,0,1
25711,348003,5066403,F,0,1,1,9,3,4,3,5,4,5,1,0,1,0,,3.0,-29,C,1
25712,517194,5099889,M,1,0,0,8,5,3,3,5,8,6,1,0,0,0,,2.0,0,X,1
25713,712807,5142710,M,1,0,0,2,5,2,3,5,5,4,1,1,1,0,,2.0,0,0,1
25714,697240,5139534,F,0,1,0,0,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
25715,571377,5113342,M,0,1,2,2,5,2,3,5,8,1,1,0,0,0,Laborers,4.0,0,0,1
25716,579296,5113869,F,0,0,0,0,5,2,3,5,4,6,1,0,0,0,Sales staff,2.0,0,C,1
25717,738427,5148441,F,0,1,0,6,3,2,1,5,9,7,1,0,0,0,Core staff,1.0,-23,C,1
25718,404184,5079065,M,1,1,0,2,5,2,3,5,2,3,1,0,0,0,,2.0,-47,C,1
25719,372210,5067815,M,0,1,0,5,3,2,1,5,3,5,1,0,0,0,Sales staff,1.0,-40,C,1
25720,2245,5008953,M,0,1,1,7,5,2,3,5,9,2,1,0,0,0,,3.0,0,X,1
25721,492801,5095636,F,0,0,0,2,3,4,1,1,9,7,1,1,0,1,Sales staff,1.0,0,C,1
25722,655936,5126136,M,1,0,2,6,5,2,3,5,4,1,1,0,0,0,Laborers,4.0,0,C,1
25723,227920,5046378,F,0,0,0,5,5,3,3,5,2,4,1,0,0,0,Laborers,2.0,0,0,1
25724,409112,5085789,F,0,1,3,4,5,4,3,5,6,7,1,0,0,0,Accountants,5.0,-12,X,1
25725,335145,5062534,F,1,1,0,2,3,4,3,5,6,4,1,0,0,1,Medicine staff,2.0,0,X,1
25726,25495,5010317,M,0,0,0,2,3,4,3,5,9,8,1,0,0,1,Cooking staff,2.0,-18,C,1
25727,554326,5105980,M,0,0,0,7,5,2,3,5,5,7,1,1,1,0,Drivers,2.0,0,C,1
25728,727291,5143463,M,0,1,0,6,3,2,1,5,8,6,1,0,0,1,Managers,1.0,-5,X,1
25729,647733,5125642,M,0,0,0,4,5,2,3,1,7,2,1,1,1,0,Laborers,2.0,0,X,1
25730,130450,5029235,F,0,1,0,0,3,2,2,5,0,8,1,0,0,0,,1.0,-22,C,1
25731,82880,5023737,F,0,1,0,0,5,2,3,5,2,6,1,1,1,0,Core staff,2.0,0,X,1
25732,299454,5058343,F,0,1,0,0,5,2,3,5,2,4,1,1,0,0,High skill tech staff,2.0,0,C,1
25733,562203,5112724,F,0,1,0,4,5,2,3,5,2,1,1,1,1,0,High skill tech staff,2.0,0,0,1
25734,696575,5139479,F,1,1,0,5,5,2,3,5,5,2,1,0,0,0,Sales staff,2.0,0,C,1
25735,75757,5023314,M,1,0,1,7,5,2,3,5,8,4,1,0,0,0,Laborers,3.0,0,C,1
25736,445663,5090216,M,1,1,0,2,5,2,3,5,8,7,1,0,0,0,Laborers,2.0,0,C,1
25737,572547,5113401,M,1,1,0,9,3,4,1,5,8,7,1,0,0,1,Sales staff,1.0,-36,C,1
25738,243025,5048377,F,0,0,0,1,3,2,2,5,0,8,1,0,0,0,,1.0,-27,C,1
25739,46155,5021573,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,,2.0,0,C,1
25740,700150,5139949,F,1,1,0,2,5,2,3,5,2,2,1,1,0,0,,2.0,0,C,1
25741,256053,5051157,M,0,0,1,7,5,4,1,5,6,4,1,0,0,0,Laborers,2.0,0,C,1
25742,367338,5067541,F,0,1,0,5,3,2,3,5,1,3,1,0,0,0,,2.0,0,C,1
25743,340831,5065406,F,0,1,2,2,5,2,3,5,7,1,1,0,1,0,Laborers,4.0,0,X,1
25744,736362,5146295,F,0,0,0,0,5,2,3,5,3,1,1,1,0,0,Security staff,2.0,-9,X,1
25745,394029,5069163,M,0,1,0,6,3,4,3,5,2,0,1,0,0,1,Managers,2.0,-15,1,0
25746,540256,5105172,M,0,1,2,9,3,4,3,5,7,3,1,1,1,0,Managers,4.0,-18,C,1
25747,108783,5025760,F,0,1,0,1,3,2,3,5,0,8,1,0,0,0,,2.0,0,X,1
25748,283890,5054161,F,1,0,0,8,3,2,3,5,6,4,1,1,0,0,High skill tech staff,2.0,0,0,1
25749,673940,5135451,F,0,1,1,7,5,2,3,0,9,8,1,0,0,0,Cleaning staff,3.0,0,C,1
25750,34289,5010847,F,1,1,0,4,5,4,3,5,7,6,1,0,0,1,Sales staff,2.0,0,0,1
25751,647850,5125653,F,1,1,0,5,3,4,3,5,4,1,1,0,0,1,,2.0,0,0,1
25752,229652,5046492,M,0,1,0,1,5,2,1,5,9,6,1,0,0,0,Laborers,1.0,0,X,1
25753,747776,5148992,F,0,1,0,1,3,2,1,5,3,1,1,0,0,0,Sales staff,1.0,0,C,1
25754,537842,5105035,F,0,0,1,2,5,2,3,5,5,8,1,0,0,0,Laborers,3.0,-9,C,1
25755,152786,5033960,F,1,0,0,8,5,2,3,5,5,2,1,0,0,0,Laborers,2.0,0,C,1
25756,69323,5022912,F,0,1,0,7,5,4,1,5,7,3,1,0,1,0,Managers,1.0,0,C,1
25757,672429,5135267,M,1,0,0,5,5,2,3,5,4,7,1,0,0,0,Drivers,2.0,0,C,1
25758,164205,5036772,F,1,1,0,4,5,4,3,5,5,3,1,1,1,0,Laborers,2.0,-28,X,1
25759,567705,5113035,F,0,1,0,1,3,4,3,5,1,0,1,0,1,0,Core staff,2.0,0,0,1
25760,627696,5117799,M,1,0,2,7,5,2,3,5,5,5,1,0,0,0,Drivers,4.0,0,C,1
25761,733815,5146012,F,0,0,0,0,3,2,1,5,0,8,1,0,0,0,,1.0,0,C,1
25762,677370,5135650,F,0,1,0,8,3,2,3,5,4,5,1,0,0,0,Realty agents,2.0,-18,C,1
25763,490257,5095423,M,1,1,0,9,5,4,3,5,8,4,1,1,0,1,,2.0,0,C,1
25764,280826,5053993,M,1,0,0,0,3,2,3,5,2,8,1,0,0,0,,2.0,0,0,1
25765,154026,5035437,F,1,1,0,5,5,4,2,5,3,0,1,0,0,0,,1.0,-36,X,1
25766,220309,5045931,M,0,0,0,7,5,2,1,5,5,3,1,0,0,0,Laborers,1.0,-7,X,1
25767,350431,5066570,F,1,1,1,8,5,3,1,5,8,4,1,0,0,0,Core staff,2.0,0,C,1
25768,514534,5099745,F,0,1,1,2,5,2,3,5,9,2,1,1,1,0,Laborers,3.0,0,C,1
25769,157655,5036359,F,0,1,0,1,5,2,2,5,5,4,1,0,0,0,Sales staff,1.0,-12,X,1
25770,762959,5149892,F,0,1,0,6,3,2,3,5,4,0,1,0,0,0,Managers,2.0,-21,C,1
25771,115828,5028434,F,0,1,0,5,5,2,2,5,2,5,1,0,0,0,Sales staff,1.0,0,C,1
25772,600963,5115992,M,1,1,2,5,5,4,3,5,6,3,1,0,0,0,Managers,4.0,-11,C,1
25773,393694,5069125,F,0,1,1,5,5,4,3,5,8,3,1,0,0,0,HR staff,3.0,0,C,1
25774,110459,5026231,F,1,0,0,7,3,2,3,5,5,2,1,0,1,0,Sales staff,2.0,-42,X,1
25775,94656,5024471,F,0,1,2,2,3,2,3,5,9,3,1,0,0,0,Medicine staff,4.0,0,C,1
25776,419345,5090818,F,0,1,0,9,5,2,3,5,7,1,1,0,0,1,Accountants,2.0,-31,C,1
25777,415151,5087914,F,0,0,0,7,5,4,3,5,1,1,1,0,0,1,Core staff,2.0,-44,C,1
25778,266266,5053141,M,1,1,1,7,5,2,3,5,8,1,1,0,0,0,High skill tech staff,3.0,0,C,1
25779,390021,5068908,F,1,1,1,4,3,2,3,5,5,1,1,0,0,0,Sales staff,3.0,-16,0,1
25780,443735,5090139,M,0,1,0,2,3,4,3,5,2,5,1,0,0,1,,2.0,0,C,1
25781,577571,5113733,M,0,0,0,8,3,2,3,0,9,6,1,0,0,1,Sales staff,2.0,-8,X,1
25782,557482,5116991,M,1,1,0,2,5,2,3,5,5,2,1,0,1,0,Laborers,2.0,0,0,1
25783,409981,5085862,F,0,1,0,2,5,2,3,5,3,1,1,0,0,0,Cleaning staff,2.0,-19,X,1
25784,428025,5089295,F,0,0,0,0,5,2,3,5,3,5,1,1,0,0,,2.0,0,C,1
25785,355194,5066911,M,1,1,0,5,5,4,3,0,8,5,1,0,0,0,Laborers,2.0,0,X,1
25786,164650,5146087,M,0,0,0,4,5,2,1,4,6,5,1,0,0,1,Laborers,1.0,0,0,1
25787,508909,5096787,F,1,1,0,8,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
25788,618470,5117062,F,0,1,0,1,3,2,3,5,3,4,1,0,0,0,Laborers,2.0,-13,X,1
25789,761968,5149845,F,0,1,0,2,3,2,2,5,1,8,1,0,0,0,,1.0,-24,C,1
25790,489121,5095340,M,0,1,0,2,5,4,3,5,2,7,1,0,0,0,Laborers,2.0,0,0,1
25791,359570,5067166,F,0,0,0,2,5,2,3,5,1,5,1,1,0,1,Medicine staff,2.0,0,C,1
25792,529982,5118025,F,0,0,0,8,3,2,3,5,6,2,1,0,1,0,High skill tech staff,2.0,-9,C,1
25793,648399,5125681,F,0,0,0,9,3,2,3,1,3,4,1,1,0,0,Managers,2.0,0,C,1
25794,362746,5067300,F,0,0,1,0,5,4,3,0,8,7,1,1,0,0,Sales staff,3.0,0,C,1
25795,208566,5044906,F,0,1,0,7,5,3,1,5,6,4,1,0,0,0,,1.0,-10,C,1
25796,21602,5010090,F,0,0,0,7,3,2,3,5,9,4,1,0,0,0,Laborers,2.0,-12,C,1
25797,737271,5146403,M,0,1,0,6,5,2,1,5,9,5,1,1,1,0,Core staff,1.0,-25,C,1
25798,18498,5009900,M,1,0,0,6,5,2,3,5,2,1,1,0,0,0,Drivers,2.0,0,C,1
